iter	Logloss
873	0.1284880088
874	0.1283276234
875	0.1282647761
876	0.1282439131
877	0.1281257737
878	0.1279990627
879	0.1278900099
880	0.1277275625
881	0.1276516336
882	0.1275385511
883	0.127429254
884	0.1273676814
885	0.127260993
886	0.1270569224
887	0.1269695464
888	0.1269453895
889	0.1268966333
890	0.1267678187
891	0.1266347979
892	0.1266093059
893	0.1264304988
894	0.1262729336
895	0.126202088
896	0.1261336497
897	0.1261197942
898	0.1260713413
899	0.1258912491
900	0.1258357028
901	0.1257849289
902	0.125637378
903	0.1255847449
904	0.125339138
905	0.1253239666
906	0.1252297493
907	0.1251802278
908	0.1250924408
909	0.1250140374
910	0.1249732599
911	0.1248952118
912	0.1247644393
913	0.1246823227
914	0.1245089363
915	0.1244025774
916	0.124325564
917	0.1242787093
918	0.1241809919
919	0.1241322085
920	0.123981364
921	0.123873816
922	0.1237343037
923	0.1237134191
924	0.1236685403
925	0.1234923784
926	0.1233445973
927	0.1232602998
928	0.1231134537
929	0.1230630507
930	0.122981137
931	0.1228768062
932	0.1226967367
933	0.1226208671
934	0.1225122515
935	0.1224041408
936	0.1223367579
937	0.1222969728
938	0.1221459605
939	0.1220828523
940	0.1219350698
941	0.1217812389
942	0.1217099902
943	0.1215282891
944	0.1214483672
945	0.1213640921
946	0.121351426
947	0.1211483764
948	0.1211024158
949	0.1210884734
950	0.1210093094
951	0.1209557761
952	0.1208998809
953	0.1208012474
954	0.1207143257
955	0.1206547848
956	0.1205394316
957	0.1204545179
958	0.1204189855
959	0.1203769626
960	0.1203346779
961	0.1202157977
962	0.1199803284
963	0.1198675679
964	0.119716087
965	0.1196443614
966	0.11950657
967	0.1193211895
968	0.1191853004
969	0.1190604603
970	0.1188646264
971	0.1188414127
972	0.1187147602
973	0.1186799552
974	0.1186636459
975	0.1185691784
976	0.1184385416
977	0.118393986
978	0.1182956986
979	0.1181728244
980	0.1180516719
981	0.1179789775
982	0.1179268982
983	0.1177561853
984	0.1177451706
985	0.1177237797
986	0.1176554926
987	0.1175731651
988	0.1174055479
989	0.1172272008
990	0.1170707577
991	0.1168680065
992	0.116755125
993	0.116705462
994	0.1166393913
995	0.1165303186
996	0.1164341126
997	0.1163612104
998	0.1162983814
999	0.1161927827
